file,lat,lon,410pred,410err,410amp,410qual
19951211A.mexico.PMG.BHT,-9.40470027924,147.159698486,-157.420437072,0.09278887168189999,0.136853575412,0.72
19951225A.kermadec.DSB.BHT,53.2452011108,-6.37620019913,-163.225120905,0.172468587658,0.141934610494,0.8175
19951230A.pacific.ABKT.BHT,37.9304008484,58.1189002991,-160.79352483899999,0.15546143649,0.0603209042466,0.64
19951230A.pacific.BGCA.BHT,5.17636013031,18.4242191315,-151.140518669,0.162343912022,0.0696892405941,0.895
19951230A.pacific.KURK.BHT,50.7154006958,78.6202011108,-154.213836895,0.134370202826,0.15649747723,0.84
19951230A.pacific.MHV.BHT,54.9594993591,37.7663993835,-163.267465621,0.221148821554,0.15183803894300002,0.91
19951230A.pacific.OBN.BHT,55.1146011353,36.567401886,-161.538176315,0.100932817841,0.196810599559,0.755
19951230A.pacific.SYO.BHT,-69.0066986084,39.5849990845,-156.236547602,0.0984335537318,0.17801804094999998,0.875
19951230A.pacific.WUS.BHT,41.1990013123,79.2180023193,-157.723373054,0.0805461337091,0.0603269196528,0.6875
19960122A.southsandwich.DPC.BHT,50.3502006531,16.3222007751,-152.82967828,0.11917511500700001,0.06858760843469999,0.61
19960122A.southsandwich.PMB.BHT,50.5187988281,-123.076499939,-155.053207056,0.198786330766,0.0795996942055,0.6525
19960130A.kermadec.MBC.BHT,76.2416992188,-119.36000061,-151.54413811700002,0.14763995422499998,0.168428892922,0.6375
19960216A.ascension.ARPA.BHT,-42.974899292,171.578704834,-154.24500516700002,0.169963901847,0.13663734750499998,0.875
19960216A.ascension.CAN.BHT,-35.3187141418,148.996322632,-149.58907308,0.243439040878,0.0658486664328,0.8875
19960216A.ascension.MTCA.BHT,-43.7341995239,170.091293335,-152.556685803,0.166905993164,0.197095621527,0.745
19960217A.indonesia.STU.BHT,48.771900177,9.19499969482,-151.869004438,0.24019646481999998,0.194171847108,0.6575
19960217B.indonesia.VSL.BHT,39.4959983826,9.3780002594,-155.101702764,0.08729135852320001,0.129726364183,0.715
19960217B.indonesia.WLF.BHT,49.6646003723,6.15259981155,-158.44641170100002,0.393850012259,0.134677770193,0.7725
19960218A.ascension.CAN.BHT,-35.3187141418,148.996322632,-152.751735838,0.13061717057,0.0602254068876,0.855
19960218A.ascension.MTCA.BHT,-43.7341995239,170.091293335,-149.85427802200002,0.0758389721,0.0738810315604,0.6725
19960305A.taiwan.LPAZ.BHT,-16.2879009247,-68.1306915283,-149.909739995,0.142291876217,0.050388965968699996,0.6875
19960322A.aleutian.ATD.BHT,11.529999733,42.8470001221,-160.429445598,0.16568248893100002,0.214319688702,0.885
19960322A.aleutian.BDFB.BHT,-15.6417598724,-48.0147781372,-160.59183454,0.0533396095023,0.167384393594,0.6425
19960324A.macquarie.FFC.BHT,54.7249984741,-101.978302002,-155.117392902,0.112400352135,0.10477480405200001,0.66
19960324A.macquarie.LVZ.BHT,67.8979034424,34.6514015198,-162.08308160299998,0.13448628889699998,0.08595300599099999,0.665
